C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_17_379.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_17_379.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_17_379.jpg, 0, 0, 0, 7.80303E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_17_482.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_17_482.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_17_482.jpg, 0, 0, 0, 7.947755E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_17_591.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_17_591.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_17_591.jpg, 0, 0, 0, 7.789782E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_17_693.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_17_693.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_17_693.jpg, 0, 0, 0, 7.78888E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_17_798.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_17_798.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_17_798.jpg, 0, 0, 0, 7.794001E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_17_907.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_17_907.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_17_907.jpg, 0, 0, 0, 7.801621E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_010.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_010.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_010.jpg, 0, 0, 0, 7.804527E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_115.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_115.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_115.jpg, 0, 0, 0, 7.864631E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_220.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_220.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_220.jpg, 0, 0, 0, 7.813563E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_329.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_329.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_329.jpg, 0, 0, 0, 7.817993E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_438.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_438.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_438.jpg, 0, 0, 0, 7.948909E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_546.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_546.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_546.jpg, 0, 0, 0, 7.819775E-05
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_655.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_655.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_655.jpg, 0, 0.0310536, 0, 0.03979915
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_756.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_756.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_756.jpg, 0, 0.3314013, 0, 0.2421408
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_860.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_860.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_860.jpg, 0, 0.6126072, 0, 0.8493688
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_18_961.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_18_961.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_18_961.jpg, 0, 0.9052591, 0, 1.781233
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_070.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_070.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_070.jpg, 0, 1, 0, 3.195225
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_177.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_177.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_177.jpg, -0.0687507, 1, 0, 4.366958
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_280.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_280.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_280.jpg, -0.3516576, 1, 0, 5.507508
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_389.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_389.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_389.jpg, -0.432062, 1, 0, 6.84713
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_493.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_493.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_493.jpg, -0.1213094, 1, 0, 7.989772
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_596.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_596.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_596.jpg, 0, 0.8585341, 0, 9.06661
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_707.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_707.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_707.jpg, 0, 0.5253655, 0, 9.93594
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_817.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_817.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_817.jpg, 0, 0.3053431, 0, 10.26766
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_19_917.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_19_917.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_19_917.jpg, 0, 0.6378792, 0, 10.7629
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_025.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_025.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_025.jpg, 0, 0.9220848, 0, 11.47084
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_134.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_134.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_134.jpg, -0.1739556, 1, 0, 12.81102
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_235.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_235.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_235.jpg, -0.4757955, 1, 0, 14.01609
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_345.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_345.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_345.jpg, -0.4797331, 0.9281335, 0, 14.77295
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_455.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_455.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_455.jpg, -0.114181, 0.5625814, 0, 15.71031
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_561.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_561.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_561.jpg, 0, 0.2823174, 0, 16.16442
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_665.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_665.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_665.jpg, 0, 0.03461883, 0, 15.88389
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_767.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_767.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_767.jpg, 0, 0.3771228, 0, 16.04082
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_875.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_875.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_875.jpg, 0, 0.7003472, 0, 16.73752
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_20_985.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_20_985.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_20_985.jpg, -0.2163414, 0.9959157, 0, 17.4926
C:\Users\Atharva\Desktop\SDCAR\IMG\center_2021_06_26_12_30_21_088.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\left_2021_06_26_12_30_21_088.jpg, C:\Users\Atharva\Desktop\SDCAR\IMG\right_2021_06_26_12_30_21_088.jpg, -0.4109117, 0.9669847, 0, 18.64329
